Kullanıcı Adı,Puan (Yıldız),Yorum Metni,Tarih (Metin),Tarih (Yaklaşık),Beğeni,İşletme Yanıtı,Kullanıcı Yorum Sayısı,Yorum ID
nigar eyvazova,5.0,,5 days ago,2026-07-30,,"Dear Nigar,

Thank you for your rating and for choosing Rixos Premium Belek.

We truly appreciate your support and are pleased to know that you had a positive experience with us. We look forward to welcoming you again in the future for another memorable stay.

Kind regards,

Rixos Premium Belek Hotel Management",,Ci9DQUlRQUNvZENodHljRjlvT2pFM2FISkxXbkZYVldkd1lWOWpURzlFUkc0MkxWRRAB
Aylin Farxadova,5.0,"You can really feel the animation team's enthusiasm, and it significantly improves the guests' experience. The sports activities were very engaging, and I had a great time. A huge thank you to the animation team member, Anastasia.",5 days ago,2026-07-30,,"Dear Aylin,

Thank you for sharing your experience.

We are delighted that you appreciated the energy of our animation team and enjoyed the sports activities. Your kind words to Anastasia will be sure to be passed on to her.

Thank you for choosing us, and we look forward to welcoming you back to Rixos Premium Belek for more wonderful experiences.

Sincerely,

Rixos Premium Belek Hotel Management",2 reviews,Ci9DQUlRQUNvZENodHljRjlvT2xGU1FWOVRPRWxzY0VRMVRIZ3RVV3RhYlZkd1RtYxAB
ss ss,5.0,Super hotel...good drinks...good staff,5 days ago,2026-07-30,,"Dear Guest,

Thank you for your positive feedback.

We are delighted to hear that you enjoyed our hotel, beverages, and the service provided by our team. Your kind words are greatly appreciated and encourage us to continue creating memorable experiences for our guests.

We look forward to welcoming you again at Rixos Premium Belek.

Kind regards,

Rixos Premium Belek Hotel Management",1 review,Ci9DQUlRQUNvZENodHljRjlvT2t0Zk5rTlpkR3c0YjBzNFUzTmZaVTQxTlhoWloyYxAB
Lujain Alam,5.0,,5 days ago,2026-07-30,,"Dear Lujain,

Thank you for rating your experience with us.

We truly appreciate your support and are pleased to know that you enjoyed your time at Rixos Premium Belek. We hope to have the pleasure of welcoming you back again in the future for another memorable stay.

Kind regards,

Rixos Premium Belek Hotel Management",10 reviews,Ci9DQUlRQUNvZENodHljRjlvT2poSVZtZFZWMjlEUmxsbFlYbGFRekIzVTFFMk5sRRAB
Ahmad Abdul Saheb,5.0,"I recently had the pleasure of staying at Rixos Antalya with my family, and it was truly an unforgettable experience, made even more special as we celebrated our 12-year anniversary. Traveling with my wife and our two daughters, we couldn’t have asked for a better getaway.

From the moment we arrived, the staff greeted us warmly and made us feel right at home. The resort is stunning, with immaculate grounds and breathtaking views of the sea. Our room was spacious, beautifully maintained, and perfect for a family stay. The attention to detail and cleanliness was exceptional.

The kids were thrilled with the pool and the various activities available for them, while my wife and I enjoyed some relaxing moments by the beach and indulging in the excellent dining options. The food exceeded our expectations, with a wide variety of delicious dishes that satisfied both adults and children.

Celebrating our anniversary there felt magical. The hospitality and the family-friendly atmosphere made our stay truly memorable. Rixos Antalya has given us wonderful memories, and we can’t wait to return for another family vacation. Highly recommended for anyone looking for a luxurious and welcoming getaway!",5 days ago,2026-07-30,,"Dear Ahmad Abdul Saheb,

Thank you for sharing your wonderful feedback and for choosing Rixos Premium Belek for such a special occasion.

We are delighted to know that you and your family had a memorable anniversary celebration and enjoyed your stay, our hospitality, and the overall experience. Your kind words about our team and services are greatly appreciated.

It was a pleasure to be part of your special memories, and we look forward to welcoming you and your family back to Rixos Premium Belek for another unforgettable stay.

Kind regards,

Rixos Premium Belek Hotel Management",Local Guide · 12 reviews · 1 photo,Ci9DQUlRQUNvZENodHljRjlvT201NVpEUktWMDh3Y21JeGRWTlRVa3cyVHpScWFYYxAB
Ayse aydan Sarıakcalı,5.0,,5 days ago,2026-07-30,,"Dear Ms. Ayse Aydan Sarıakcalı,

Thank you for choosing Rixos Premium Belek and for your valuable rating.

Your support and satisfaction are of great importance to us. We look forward to welcoming you back to Rixos Premium Belek in the future.

Sincerely,

Rixos Premium Belek Hotel Management",1 review,Ci9DQUlRQUNvZENodHljRjlvT21oalpFdGtRbHBQWVc1TmFrdElUV2RXVmxwSlpsRRAB
Aljwharah Aljwharah ak,5.0,"The place is very nice, especially for children. The kids' club has activities until 12 at night. The food is excellent and their service is great.",5 days ago,2026-07-30,,"Dear Guest,

Thank you for choosing Rixos Premium Belek and for sharing your valuable feedback.

We are delighted to know that you and your family enjoyed your stay, especially our facilities for children, dining experiences, and service. Your kind words are greatly appreciated and motivate our team to continue creating memorable holidays for our guests.

We look forward to welcoming you back to Rixos Premium Belek in the future.

Kind regards,

Rixos Premium Belek Hotel Management",1 review,Ci9DQUlRQUNvZENodHljRjlvT2tOdE1qRTNjekkxZFRWRFZITmZiV0ZxWmpreVVYYxAB
ALP ÜNAL,5.0,Everything is great.,5 days ago,2026-07-30,,"Dear Mr. Alp Ünal,

Thank you for choosing Rixos Premium Belek and for sharing your valuable feedback with us.

We are very pleased that you enjoyed your stay. The appreciation of our dedication to providing our guests with a high-quality and enjoyable holiday experience is a valuable source of motivation for our entire team.

We would be delighted to welcome you back to Rixos Premium Belek in the future.

Sincerely,

Rixos Premium Belek Hotel Management",3 reviews,Ci9DQUlRQUNvZENodHljRjlvT25Sd2MwMUtNSHBVZGxWUU9IbERWMkp6ZG5aWWNGRRAB
Jana Sinokrot,5.0,,5 days ago,2026-07-30,,"Dear Jana Sinokrot,

Thank you for choosing Rixos Premium Belek and for your valuable rating.

We truly appreciate your support and are pleased to know that you had a positive experience with us.

We look forward to welcoming you back for another memorable stay.

Kind regards,

Rixos Premium Belek Hotel Management",,Ci9DQUlRQUNvZENodHljRjlvT21wSlgyTXlWVWxqV2twUmFGbHJVVXhLYlhscU5YYxAB
Mustafa Khaleel,5.0,Rixos is one of the best hotels in Antalya 🇹🇷,6 days ago,2026-07-29,,"Dear Mr. Mustafa Khaleel,

Thank you very much for your wonderful review.

We are truly honored by your kind words and delighted to know that you consider Rixos Premium Belek to be one of the best hotels in Antalya.

Your appreciation means a great deal to our entire team and motivates us to continue providing exceptional service and unforgettable holiday experiences.

We look forward to welcoming you back again soon for another memorable stay.

Kind regards,

Rixos Premium Belek Management",2 reviews,Ci9DQUlRQUNvZENodHljRjlvT25VM1FWUktlVXBYTUVOdFdrcGthVmhJUnpOa1RFRRAB
Seba Ibrahim,5.0,Thank to Anita guest relation for the best service,6 days ago,2026-07-29,,"Dear Seba Ibrahim,

Thank you for choosing Rixos Premium Belek and for sharing your valuable feedback.

We are delighted to know that you were satisfied with the service provided by our Guest Relations team. Your special thanks to Anita are greatly appreciated, and we will be pleased to share your kind words with her.

We look forward to welcoming you back to Rixos Premium Belek in the future.

Kind regards,

Rixos Premium Belek Hotel Management",8 reviews,Ci9DQUlRQUNvZENodHljRjlvT21sMVgyVkdUeTEzZFdKV2NESm5aVWhoV1hkZmVuYxAB
Feray Kilic,5.0,Amazing Hotel! Staff are amazing especially Melisa! Highly recommended,6 days ago,2026-07-29,,"Dear Feray Kilic,

Thank you for choosing Rixos Premium Belek and for sharing your wonderful feedback.

We are delighted to know that you had an amazing stay and appreciated the service provided by our team. Your kind words about Melisa are especially appreciated, and we will be pleased to share your compliments with her.

We look forward to welcoming you back to Rixos Premium Belek for another memorable stay.

Kind regards,

Rixos Premium Belek Hotel Management",9 reviews,Ci9DQUlRQUNvZENodHljRjlvT2pJeE1qVXRia1o1TTBOVVdYUk1VVzF0WnpWRU5FRRAB
Ipek Kilic,5.0,"Fantastic stay, great hotel, lovely staff! 😊",6 days ago,2026-07-29,,"Dear Ipek Kilic,

Thank you for choosing Rixos Premium Belek and for sharing your kind feedback.

We are delighted to know that you had a fantastic stay and appreciated our hotel and team. Your kind words are greatly appreciated and motivate us to continue providing memorable experiences for our guests.

We look forward to welcoming you back to Rixos Premium Belek in the future.

Kind regards,

Rixos Premium Belek Hotel Management",2 reviews,Ci9DQUlRQUNvZENodHljRjlvT2s1NmFqRnBTSGgwVW5CckxYWm9aVWRRVlRSUWRuYxAB
Ecem Kilic,5.0,,6 days ago,2026-07-29,,"Dear Ms. Ecem Kilic,

Thank you for choosing Rixos Premium Belek and for your valuable rating.

Your support and satisfaction are of great importance to us. We look forward to welcoming you back to Rixos Premium Belek in the future.

Sincerely,

Rixos Premium Belek Hotel Management",9 reviews · 1 photo,Ci9DQUlRQUNvZENodHljRjlvT2xsSGRtTm9hRTQ0ZURCVU9WWm1SRkJyWDBGS2VIYxAB
Anita Jouhal,5.0,"Highly Recommend the Rixos Belek premium, it definitely is premium, the best experience we as a family have had. So warm and welcoming and staff are amazing carter to everyone’s needs and so friendly we will definitely be coming back.",6 days ago,2026-07-29,,"Dear Anita Jouhal,

Thank you for choosing Rixos Premium Belek and for sharing your wonderful feedback.

We are delighted to know that you and your family had such a memorable experience and appreciated our team’s warm hospitality and attentive service. Your kind words mean a lot to us and will be shared with our colleagues.

We truly appreciate your recommendation and look forward to welcoming you and your family back to Rixos Premium Belek in the future.

Kind regards,

Rixos Premium Belek Hotel Management",2 reviews,Ci9DQUlRQUNvZENodHljRjlvT2xBelRVNDJjMmhZZDA0d2NVOWhNVE10VkhCeVluYxAB
Pavanjeet Jouhal,5.0,"Amazing staff, great service and brilliant environment! Very pleased with experience",6 days ago,2026-07-29,,"Dear Pavanjeet Jouhal,

Thank you for choosing Rixos Premium Belek and for sharing your valuable feedback.

We are delighted to know that you enjoyed our service, the atmosphere of the resort, and the hospitality of our team. Your kind words are greatly appreciated and motivate us to continue delivering memorable experiences for our guests.

We look forward to welcoming you back to Rixos Premium Belek in the future.

Kind regards,

Rixos Premium Belek Hotel Management",2 reviews,Ci9DQUlRQUNvZENodHljRjlvT2pWdFV6VXdWRFp0V21GNlVVMTRjazFPVG14bllVRRAB
Nikita Jouhal,5.0,Amazing hotel would definitely recommend!,6 days ago,2026-07-29,,"Dear Nikita Jouhal,

Thank you for choosing Rixos Premium Belek and for sharing your kind feedback.

We are delighted to know that you enjoyed your stay and would recommend our hotel. Your appreciation means a lot to our team and motivates us to continue providing exceptional experiences for our guests.

We look forward to welcoming you back to Rixos Premium Belek in the future.

Kind regards,

Rixos Premium Belek Hotel Management",1 review,Ci9DQUlRQUNvZENodHljRjlvT2xObWRWcG1MVGhXWTA1WVowSmxXbmh1TVhSQmExRRAB
Mrs Main,5.0,Incredible resort with the most amazing staff! Will definitely be back!,6 days ago,2026-07-29,,"Dear Mrs Main,

Thank you for choosing Rixos Premium Belek and for sharing your wonderful feedback.

We are delighted to know that you enjoyed your stay and appreciated the service provided by our team. Your kind words are a great motivation for all of us.

We look forward to welcoming you back to Rixos Premium Belek for another memorable experience.

Kind regards,

Rixos Premium Belek Hotel Management",1 review · 1 photo,Ci9DQUlRQUNvZENodHljRjlvT2s1a01ua3dUMlJuUnkxR1ZIWXdVRVZEZG5sUVJXYxAB
Anass Mesrar,5.0,,6 days ago,2026-07-29,,"Dear Fatima Ezzahra El Habi,

Thank you for choosing Rixos Premium Belek and for your valuable rating.

We truly appreciate your support and are pleased to know that you had a positive experience with us.

We look forward to welcoming you back for another memorable stay.

Kind regards,

Rixos Hotels Management",6 reviews · 1 photo,Ci9DQUlRQUNvZENodHljRjlvT21VMlZtUlpNRnBSTkRoNlZtczRiV1p5ZEhsc2VXYxAB
A Google User,5.0,,6 days ago,2026-07-29,,"Dear Fatima Ezzahra El Habi,

Thank you for choosing Rixos Premium Belek and for your valuable rating.

We truly appreciate your support and are pleased to know that you had a positive experience with us.

We look forward to welcoming you back for another memorable stay.

Kind regards,

Rixos Hotels Management",,Ci9DQUlRQUNvZENodHljRjlvT2tOUFdsWktiRTV1VHkxalFrdE1aSFJMUWpoQk5IYxAB
Sara,5.0,perfect resort!,6 days ago,2026-07-29,,"Dear Sara,

Thank you for choosing Rixos Premium Belek and for sharing your kind feedback.

We are delighted to know that you had a pleasant experience at our resort. Your appreciation is a great motivation for our entire team.

We look forward to welcoming you back to Rixos Premium Belek in the future.

Kind regards,

Rixos Premium Belek Hotel Management",1 review,Ci9DQUlRQUNvZENodHljRjlvT2pSUWFFbFlWbmRUYW5aUVkwdzROa2QzZVVGQmVGRRAB
Nayahaj,5.0,,6 days ago,2026-07-29,,"Dear Nayahaj,

Thank you for choosing Rixos Premium Belek and for your valuable rating.

We truly appreciate your support and are delighted to know that you had a positive experience with us. Your satisfaction is our greatest motivation, and we look forward to welcoming you back for another memorable stay.

Kind regards,

Rixos Premium Belek Hotel Management",,Ci9DQUlRQUNvZENodHljRjlvT2pKUVR6SnBPVVJmU1RGWU1rTTFTRTVTU1d4dlJtYxAB
Nick Schogger,5.0,"Amazing location, great food, staff very attentive and the drinks are top class",6 days ago,2026-07-29,,"Dear Nick Schogger,

Thank you for choosing Rixos Premium Belek and for sharing your valuable feedback.

We are delighted to know that you enjoyed your stay and appreciated our service. Your kind words are greatly appreciated and will be shared with our team.

We look forward to welcoming you back to Rixos Premium Belek in the future.

Kind regards,

Rixos Premium Belek Hotel Management",7 reviews,Ci9DQUlRQUNvZENodHljRjlvT2t4TU9GaHZla3R6Y0hwSk0wRmFNREYzU0V0cFFuYxAB
Mashael Othman,5.0,,6 days ago,2026-07-29,,"Dear Guest,

Thank you for choosing Rixos Premium Belek and for your valuable rating.

We truly appreciate your support and are delighted to know that you had a positive experience with us. Your satisfaction is our greatest motivation, and we look forward to welcoming you back for another memorable stay.

Kind regards,

Rixos Premium Belek Hotel Management",11 reviews,Ci9DQUlRQUNvZENodHljRjlvT2xCSVNsQXdSVU5tYnpRNU1DMTBVbXBvYW5CbGQxRRAB
Gem Cavill,5.0,,6 days ago,2026-07-29,,"Dear Gem Cavill,

Thank you for choosing Rixos Premium Belek and for your valuable rating.

We truly appreciate your support and are delighted to know that you had a positive experience with us. Your satisfaction is our greatest motivation, and we look forward to welcoming you back for another memorable stay.

Kind regards,

Rixos Premium Belek Hotel Management",3 reviews,Ci9DQUlRQUNvZENodHljRjlvT25sMk5GQmZXbk5SZURKRFYybEpjVW94VlRkelptYxAB
Hassoon Jaber,5.0,"We had a wonderful stay at Rixos Premium Belek as a family of five, and overall it was an excellent holiday.

The hotel itself is beautiful, with outstanding facilities, excellent food, and a great variety of restaurants. Everything is very well maintained, and there are plenty of activities for both adults and children. The service throughout the resort was consistently friendly and professional, making us feel welcome from the moment we arrived.

Our only disappointment was the room. We had originally booked a spacious 90 m² suite with two bathrooms at Rixos Park, but after being upgraded to Rixos Premium, we were assigned a much smaller family room with only one bathroom. While we genuinely appreciated the upgrade to the Premium resort, the room was less practical for a family of five. We also experienced an issue with the air conditioning, although the technical team responded promptly.

What really stood out was the way the Guest Relations team handled our concerns. A very special thank you to Elena, who was in contact with us throughout our stay. She checked room availability every day, kept us updated, always responded with kindness and professionalism, and although the hotel was fully booked and a room change wasn’t possible, she arranged a complimentary late check-out for us, which made our departure day much more comfortable. Her genuine care and dedication truly made a difference.

Despite the room issue, we had an amazing holiday and would happily return. Thank you to the entire Rixos Premium Belek team for making our family vacation so enjoyable!",6 days ago,2026-07-29,,"Dear Hassoon Jaber,

Thank you for choosing Rixos Premium Belek and for sharing your valuable feedback.

We are delighted to know that you and your family enjoyed your holiday, our facilities, dining experiences, and the welcoming atmosphere of our resort. Your kind words about our team’s service are greatly appreciated.

We are especially pleased to hear that Elena from our Guest Relations team supported you throughout your stay and made a positive difference with her attentive approach. We will gladly share your compliments with her.

Thank you once again for your feedback. We look forward to welcoming you and your family back to Rixos Premium Belek for another memorable stay.

Kind regards,

Rixos Premium Belek Hotel Management",Local Guide · 12 reviews · 29 photos,Ci9DQUlRQUNvZENodHljRjlvT2tsQ01VdFliMUF3WkRWSmRHSmpkRlZaVWtwcmJYYxAB
bourgi hussein,5.0,Good experience,6 days ago,2026-07-29,,"Dear Guest,

Thank you for your kind feedback. We are delighted to know that you had a good experience at Rixos Premium Belek.

It was a pleasure to have you as our guest, and we look forward to welcoming you back for another memorable stay.

Kind regards,
Rixos Premium Belek Hotel Management",1 review,Ci9DQUlRQUNvZENodHljRjlvT2kxU1JXbHBNRlpUTjBJd1pHOWtVbE5uTjAxaU1WRRAB
Ben Gorry,5.0,AIZIREK was fantastic and the service was top class,6 days ago,2026-07-29,,"Dear Ben Gorry,

Thank you for choosing Rixos Premium Belek and for sharing your valuable feedback with us.

We are delighted to hear that you were pleased with our service. Your kind words are greatly appreciated, and we will be happy to share your compliments.

We look forward to welcoming you back to Rixos Premium Belek for another memorable stay.

Kind regards,

Rixos Premium Belek Hotel Management",Local Guide · 86 reviews · 17 photos,Ci9DQUlRQUNvZENodHljRjlvT25KWllsSjRWVmhqVW01R2MwNVFWVVZ2TFhKcFRYYxAB
L.m,5.0,,6 days ago,2026-07-29,,"Dear Guest,

Thank you for your rating and for choosing Rixos Premium Belek. We truly appreciate your support and are pleased to receive your positive evaluation.

We look forward to welcoming you back in the future and providing you with another memorable experience.

Kind regards,
Rixos Premium Belek Hotel Management",2 reviews,Ci9DQUlRQUNvZENodHljRjlvT2s5WU1VZHFXbHBoVlZGTmRVVnBUbUpUVVZORllsRRAB
Fatih Okumuş,5.0,,6 days ago,2026-07-29,,"Dear Mr. Fatih Okumuş,

Thank you for your valuable feedback. We are pleased that you chose Rixos Premium Belek and shared your experience with us through your rating.

We look forward to welcoming you again in the future and providing you with an unforgettable stay.

Sincerely,
Rixos Premium Belek Hotel Management",2 reviews,Ci9DQUlRQUNvZENodHljRjlvT2xOa0xYSm1Oak5sZFVsZlgwUnZVeTFuV1d4cFpXYxAB
Mohanad Shaheen,5.0,"The service is wonderful, excellent, and very professional. The hotel is beautiful and luxurious. A special thanks to Anita at the front desk—she has made everything much easier for me and has been extremely helpful and amazing.",6 days ago,2026-07-29,,"Dear Mr. Shaheen,

Thank you very much for sharing your wonderful feedback. We are delighted to hear that you enjoyed the exceptional service, professional approach of our team, and the luxurious atmosphere of Rixos Premium Belek.

We are especially pleased to receive your kind words about Anita from our Front Office team. Your appreciation of her helpfulness and dedication will be shared with her as a great motivation.

We look forward to welcoming you back to Rixos Premium Belek and providing you with another memorable experience.

Kind regards,
Rixos Premium Belek Hotel Management",1 review,Ci9DQUlRQUNvZENodHljRjlvT2xveGRVTldYelpxVjE5c2JUUlNjVEYwVGtKTFpFRRAB
Department of international relations,5.0,"We really enjoyed our stay at Rixos. We lost our bag, and they quickly got it back. Thank you. The atmosphere was pleasant.",a week ago,2026-07-28,,"Dear guest,

Thank you for your kind words. We are delighted that you enjoyed your stay at Rixos Premium Belek and the atmosphere of our hotel.

We are especially pleased that our team was able to promptly assist you with your lost bag. Ensuring the comfort and peace of mind of our guests is one of our top priorities.

We look forward to welcoming you back to Rixos Premium Belek and offering you even more wonderful experiences.

Sincerely,
Rixos Premium Belek Hotel Management",1 review,Ci9DQUlRQUNvZENodHljRjlvT21KaFptMVVZM28yTkhOR1NXUlBabTVJU0hCZlJFRRAB
CAFER KARATAŞ,5.0,"We were staying at the Kingdom Hotel, but we only used our day entry permit. The Premium Hotel had a better concept and service than the Kingdom Hotel. We will definitely come back to the Premium Hotel next time.",a week ago,2026-07-28,,"Dear Mr. Cafer Karataş,

Thank you very much for your valuable feedback. We are very pleased that you were satisfied with your day trip experience at Rixos Premium Belek and that you appreciated our concept and service quality.

We would be delighted to welcome you as our guest on your next vacation and to allow you to experience the privileged Rixos Premium Belek experience for an even longer time.

We look forward to seeing you again soon.

Sincerely,
Rixos Premium Belek Hotel Management",Local Guide · 193 reviews · 226 photos,Ci9DQUlRQUNvZENodHljRjlvT2tNdFVHcG1ha2MxTlhaMGQyYzJSa0ZaT0ZGV1FtYxAB
Nazli Kurudere,5.0,"Everything was great, we liked the hotel.",a week ago,2026-07-28,,"Dear Ms. Nazlı Kurudere,

Thank you for your valuable feedback and for choosing Rixos Premium Belek.

We are very happy that you enjoyed your stay. Your kind feedback is a great source of motivation for our team.

We would be delighted to welcome you again.

Sincerely,
Rixos Premium Belek Hotel Management",11 reviews,Ci9DQUlRQUNvZENodHljRjlvT205bFpEUlJWVTR0Y1V4UGFUZG1OMnRTZUROU1NWRRAB
Ganime Can Koçaslan,5.0,"It's definitely a hotel with very high service quality, and it's very suitable for a family vacation.",a week ago,2026-07-28,,"Dear Ganime Can Koçaslan,

Thank you for your valuable feedback and for choosing Rixos Premium Belek.

We are very pleased that you were satisfied with our service quality and your family vacation. Your kind feedback is a great source of motivation for our team.

We would be delighted to welcome you and your family again.

Sincerely,
Rixos Premium Belek Hotel Management",Local Guide · 3 reviews · 202 photos,Ci9DQUlRQUNvZENodHljRjlvT20xYVVHNVZkMDlZYzFRME1rWllaWFZ1Y2xOMFNGRRAB
Mehmet Koçaslan,5.0,,a week ago,2026-07-28,,"Dear Mr. Mehmet Koçaslan,

Thank you for your five-star review of Rixos Premium Belek.

Your support and expression of satisfaction are very valuable to us. We would be delighted to welcome you again.

Sincerely,
Rixos Premium Belek Hotel Management",5 reviews · 4 photos,Ci9DQUlRQUNvZENodHljRjlvT2pkRFlsSkljV1kxTjFsVU9XWklkblF6Wm1aWFNrRRAB
Alper Yüce,5.0,,a week ago,2026-07-28,,"Dear Mr. Alper Yüce,

Thank you for your valuable feedback. We are pleased that you chose Rixos Premium Belek and shared your experience with us through your rating.

We look forward to welcoming you again in the future and providing you with an unforgettable stay.

Sincerely,
Rixos Premium Belek Hotel Management",1 review,Ci9DQUlRQUNvZENodHljRjlvT2tkcVdERndWMWgxVTA1RGN5MVhaaTF2TFRWTWFuYxAB
milk&black,5.0,,a week ago,2026-07-28,,"Dear Guest,

Thank you for your five-star rating and for choosing Rixos Premium Belek.

We truly appreciate your support and are delighted to know that you had a positive experience with us.

We look forward to welcoming you back for another memorable stay.

Kind regards,

Rixos Premium Belek Hotel Management",,Ci9DQUlRQUNvZENodHljRjlvT2pkUVQwWnZZV1puZGpOSE1FWnFSMlp5YjA4NVRtYxAB
Елизавета Орлова,5.0,,a week ago,2026-07-28,,"Dear Elizaveta,

Thank you for your excellent review and for choosing Rixos Premium Belek. We truly appreciate your trust and are pleased that your experience with our hotel was positive.

We look forward to welcoming you back to Rixos Premium Belek and offering you even more wonderful experiences on your future visits.

Sincerely,
Rixos Premium Belek Hotel Management",1 review,Ci9DQUlRQUNvZENodHljRjlvT2psNk5ua3plVWh6Y0dSTU5uRmtibE5PT0RWeFdIYxAB
Samuel Bednár,5.0,,a week ago,2026-07-28,,"Dear Samuel,

Thank you for your five-star rating and for choosing Rixos Premium Belek.

We truly appreciate your support and are delighted to know that you had a positive experience with us.

We look forward to welcoming you back for another memorable stay.

Kind regards,

Rixos Premium Belek Hotel Management",Local Guide · 11 reviews · 4 photos,Ci9DQUlRQUNvZENodHljRjlvT21GbExWZ3dZVVZTWXpoYVVEZFJSSHBwVjBFeExYYxAB
Mete Gencarslan,2.0,"Everything went well until the last day of the holiday. First, I ended up at the doctor myself because I couldn't stop vomiting. It turned out to be food poisoning from the hotel. My two roommates developed exactly the same symptoms the next day.",a week ago,2026-07-28,,"Dear Mete,

Thank you for sharing your experience. We are truly sorry to learn that you and your travel companions felt unwell during your stay.

Please be assured that food safety and hygiene are among our highest priorities. We operate in accordance with strict HACCP food safety standards and conduct regular independent laboratory testing of food, water, and ice. Following all inspections and laboratory analyses, no evidence has been identified linking any illness to our food or hotel operations, and no irregularities have been detected.

Every concern is taken seriously and investigated thoroughly based on documented procedures and official reports.

We sincerely wish you and your companions a full and speedy recovery and thank you for taking the time to share your feedback.

Kind regards,
Rixos Premium Belek Management",Local Guide · 33 reviews · 8 photos,Ci9DQUlRQUNvZENodHljRjlvT2tWYVIxRlRPVmwwUjA1S1RVOW9aVTFRTldaV1MzYxAB
Sultanah _d,1.0,,a week ago,2026-07-28,,"Dear  Sultanah _d,

Thank you for your feedback.

We are sorry to learn that your experience did not meet your expectations. Unfortunately, we were unable to locate a reservation under the name provided.

We kindly invite you to contact us directly at premiumbelek@rixos.com and share your reservation details so that we can investigate your concerns thoroughly and assist you accordingly.

We look forward to hearing from you.

Kind regards,
Rixos Premium Belek Management",1 review · 23 photos,Ci9DQUlRQUNvZENodHljRjlvT2tkd1dtNVVUM0V5U0VoWFFtZFlkVEl5UzFCUFNrRRAB
Abdulaziz Abdullah,1.0,"Overcrowded, Accessibility Issues & Poor Management
​I had high expectations for Rixos Premium Belek, but my stay was deeply disappointing. While I acknowledge the hard work of the staff, this resort operates at a 4-star level at best.
​Check-in & Reception: We arrived at 2:00 PM, but reception staff wasted a lot of time. Our room was still not ready even after we returned from lunch. They tried to present our assigned room as an ""upgrade,"" but it was actually a downgrade from what we booked.
​Accessibility & Room Condition: We booked a Legendary Suite (Garden View). Shockingly, it was only accessible via stairs—there was NO elevator or escalator. This crucial detail is not mentioned on their official website, which is unacceptable for a resort claiming 5-star standards. The room itself is outdated, and the AC was poorly balanced (one room was freezing while the other was hot).
​Food Quality: Focuses strictly on quantity rather than quality. There are large spreads, but the taste and culinary quality are below expectations.
​Severe Overcrowding: The resort was uncomfortably crowded. You have to waste effort and time just hunting for an empty sunbed by the pool or waiting for a basic table to be prepared at the restaurant.
​Overall, charging 5-star prices for outdated facilities, poor accessibility, and overcrowded spaces is unacceptable. I would not recommend it in its current state.",Edited a week ago,2026-07-28,,"Dear Abdulaziz Abdullah,

Thank you for taking the time to share your detailed feedback regarding your recent stay with us.

We are sincerely sorry to learn that your experience did not meet your expectations. At the same time, we appreciate your kind recognition of our team's efforts.

Please accept our apologies for the inconvenience you experienced during check-in and for your dissatisfaction with the room assigned. We also regret that certain aspects of the room, including accessibility and air conditioning, did not provide the comfort you expected.

Your comments regarding the dining experience, resort occupancy, and overall guest comfort have been carefully noted and shared with the relevant departments for review. Constructive feedback such as yours is valuable in helping us continuously evaluate and improve our services.

We appreciate your time in bringing these matters to our attention and hope to have the opportunity to welcome you again in the future for a much-improved experience.

Kind regards,

Rixos Premium Belek Management",6 reviews,Ci9DQUlRQUNvZENodHljRjlvT2w5M2EzRjViWGRqWm1OdFVsSk1WbVZSVkY4ellVRRAB
Abdulaziz almuserea,1.0,"Extremely disappointing experience that fell far below the standards expected from a luxury hotel. Our stay was affected by repeated service failures, poor coordination, and a lack of accountability.

The problems started on the first night when a mosquito inside our room kept my family awake from around 3:00 a.m. Despite reporting it immediately, the issue was not resolved, and we had to endure three nights before being moved to another room.

The hotel later offered complimentary lunch and dinner as compensation, but the process was chaotic. We were told to wait for a golf cart at the pool, then instructed to go to the lobby instead. When we arrived at the restaurant, the staff had no record of the invitation, forcing us to repeatedly explain the situation in front of other guests, which was embarrassing.

Even simple requests such as cold water or ice cream for the children became unnecessarily difficult. In total, we lost nearly two hours of our vacation, had to cancel our plans, and there was no manager available to resolve the situation.

Mistakes can happen at any hotel, but the way they are handled makes all the difference. Unfortunately, every attempt to fix one problem created another. This experience left a lasting negative impression on my family and does not reflect the reputation or standards this hotel claims to offer.",a week ago,2026-07-28,,"Dear Abdulaziz Almuserea,

Thank you for taking the time to share your feedback.

We are sincerely sorry to learn that your experience did not meet your expectations. Please accept our apologies for the inconvenience you encountered during your stay.

Your comments have been shared with our management team and the relevant departments for careful review, as guest feedback is extremely valuable to us and helps us improve the quality of our services.

We appreciate you bringing these matters to our attention and hope you will consider giving us another opportunity to provide you with the level of hospitality for which Rixos Premium Belek is known.

Kind regards,

Rixos Premium Belek Management",Local Guide · 5 reviews,Ci9DQUlRQUNvZENodHljRjlvT2s5RlkzUTJjVTFNTFZsVmNsVnJXbEZWVkRkVE5FRRAB
